id,EPA_ID,Site_Name,City,State,County,Non-NPL_Status_Code,Non-NPL_Status_Date,NPL_Status_Code,x,y
415,TX0000605363,DONNA RESERVOIR AND CANAL SYSTEM,Donna,TX,HIDALGO,[Blank Code],[Blank Date],F,-98.05195,26.170353
416,PAD980508832,DORNEY ROAD LANDFILL,UPPER MACUNGIE TOWNSHIP,PA,LEHIGH,[Blank Code],[Blank Date],F,-75.632447,40.569774
417,OKD007188717,DOUBLE EAGLE REFINERY CO.,OKLAHOMA CITY,OK,OKLAHOMA,[Blank Code],[Blank Date],D,-97.516428,35.46756
418,IND980607881,"DOUGLASS ROAD/UNIROYAL, INC., LANDFILL",MISHAWAKA,IN,ST. JOSEPH,[Blank Code],[Blank Date],F,-86.158616,41.661993
419,PAD002384865,DOUGLASSVILLE DISPOSAL,DOUGLASSVILLE,PA,BERKS,[Blank Code],[Blank Date],F,-75.726292,40.258112
420,DE8570024010,DOVER AIR FORCE BASE,DOVER,DE,KENT,[Blank Code],[Blank Date],F,-75.524368,39.158168
421,OHD004210563,DOVER CHEMICAL CORP.,DOVER,OH,TUSCARAWAS,[Blank Code],01/31/2008,P,-81.474005,40.52062
422,DED980693550,DOVER GAS LIGHT CO.,DOVER,DE,KENT,[Blank Code],[Blank Date],F,-75.524368,39.158168
423,NHD980520191,DOVER MUNICIPAL LANDFILL,DOVER,NH,STRAFFORD,[Blank Code],[Blank Date],F,-70.87367,43.197862
424,NJD980654131,DOVER MUNICIPAL WELL 4,DOVER,NJ,MORRIS,[Blank Code],[Blank Date],F,-74.562102,40.883988
425,PAD003058047,DRAKE CHEMICAL,LOCK HAVEN,PA,CLINTON,[Blank Code],[Blank Date],F,-77.446926,41.137013
426,PAD981740004,DUBLIN TCE SITE,DUBLIN BOROUGH,PA,BUCKS,[Blank Code],[Blank Date],F,-75.203955,40.370237
427,FLD000833368,DUBOSE OIL PRODUCTS CO.,CANTONMENT,FL,ESCAMBIA,[Blank Code],[Blank Date],D,-87.364026,30.597112
428,MID980504716,DUELL & GARDNER LANDFILL,DALTON TOWNSHIP,MI,MUSKEGON,[Blank Code],[Blank Date],F,-86.195517,43.324277
429,ILD980606305,DUPAGE COUNTY LANDFILL/BLACKWELL FOREST PRESERVE,WARRENVILLE,IL,DUPAGE,[Blank Code],[Blank Date],F,-88.173402,41.817807
430,CTD001452093,DURHAM MEADOWS,DURHAM,CT,MIDDLESEX,[Blank Code],[Blank Date],F,-72.681258,41.481782
431,LAD980879449,DUTCHTOWN TREATMENT PLANT,ASCENSION PARISH,LA,ASCENSION PARISH,[Blank Code],[Blank Date],D,-90.943847,30.20173
432,MDD985366756,DWYER PROPERTY GROUND WATER PLUME,ELKTON,MD,CECIL,[Blank Code],[Blank Date],F,-75.833272,39.606779
433,OHD980509947,E.H. SCHILLING LANDFILL,HAMILTON TOWNSHIP,OH,LAWRENCE,[Blank Code],[Blank Date],F,-84.206799,39.32185
434,IAD980685804,"E.I. DU PONT DE NEMOURS & CO., INC. (COUNTY ROAD X23)",WEST POINT,IA,LEE,[Blank Code],[Blank Date],D,-91.450154,40.716704
435,DED980555122,"E.I. DU PONT DE NEMOURS & CO., INC. (NEWPORT PIGMENT PLANT LANDFILL)",NEWPORT,DE,NEW CASTLE,[Blank Code],[Blank Date],F,-75.609371,39.713724
436,COD081961518,EAGLE MINE,MINTURN,CO,EAGLE,[Blank Code],[Blank Date],F,-106.430863,39.586375
437,NMD001829506,EAGLE PICHER CAREFREE BATTERY,SOCORRO,NM,SOCORRO,[Blank Code],[Blank Date],F,-106.891416,34.0584
438,ILD980606941,EAGLE ZINC CO DIV T L DIAMOND,HILLSBORO,IL,MONTGOMERY,[Blank Code],[Blank Date],F,-89.493699,39.161159
439,TXN000606614,EAST 67TH STREET GROUND WATER PLUME,ODESSA,TX,ECTOR,[Blank Code],[Blank Date],F,-102.367643,31.845682
440,MND981088180,EAST BETHEL DEMOLITION LANDFILL,EAST BETHEL TOWNSHIP,MN,ANOKA,[Blank Code],[Blank Date],D,-93.288668,44.313854
441,MTD006230346,EAST HELENA SITE,EAST HELENA,MT,LEWIS AND CLARK,[Blank Code],[Blank Date],F,-111.915546,46.589657
442,PAD980690549,EAST MOUNT ZION,SPRINGETTSBURY TOWNSHIP,PA,YORK,[Blank Code],[Blank Date],F,-76.675922,39.994986
443,PAD987323458,EAST TENTH STREET,MARCUS HOOK,PA,DELAWARE,[Blank Code],[Blank Date],P,-75.418527,39.819279
444,OHSFN0507962,EAST TROY CONTAMINATED AQUIFER,TROY,OH,MIAMI,[Blank Code],[Blank Date],F,-84.203277,40.039498
445,PAD980830533,EASTERN DIVERSIFIED METALS,HOMETOWN,PA,SCHUYLKILL,[Blank Code],[Blank Date],F,-75.980205,40.823699
446,IDD984666610,EASTERN MICHAUD FLATS CONTAMINATION,POCATELLO,ID,"POWER, BANNOCK",[Blank Code],[Blank Date],F,-112.445534,42.871303
447,MED981073711,EASTERN SURPLUS,MEDDYBEMPS,ME,WASHINGTON,[Blank Code],[Blank Date],F,-67.355825,45.03841
448,MED980915474,EASTLAND WOOLEN MILL,CORINNA,ME,PENOBSCOT,[Blank Code],[Blank Date],F,-69.261713,44.921174
449,WID980820054,EAU CLAIRE MUNICIPAL WELL FIELD,EAU CLAIRE,WI,EAU CLAIRE,[Blank Code],[Blank Date],F,-91.498494,44.811349
450,CA1570024504,EDWARDS AIR FORCE BASE,EDWARDS AFB,CA,KERN,[Blank Code],[Blank Date],F,-117.891208,34.924031
451,AK1570028646,EIELSON AIR FORCE BASE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,[Blank Code],[Blank Date],F,-147.716389,64.837778
452,NYN000206456,EIGHTEENMILE CREEK,LOCKPORT,NY,NIAGARA,[Blank Code],[Blank Date],F,-78.69031,43.170613
453,CA6170023208,EL TORO MARINE CORPS AIR STATION,EL TORO,CA,ORANGE,[Blank Code],[Blank Date],F,-117.689218,33.646966
454,IAD005279039,"ELECTRO-COATINGS, INC.",CEDAR RAPIDS,IA,LINN,[Blank Code],[Blank Date],F,-91.665623,41.97788
455,MID005068143,ELECTROVOICE,BUCHANAN,MI,BERRIEN,[Blank Code],[Blank Date],F,-86.361125,41.827268
456,VTD988366621,ELIZABETH MINE,STRAFFORD,VT,ORANGE,[Blank Code],[Blank Date],F,-72.377873,43.866457
457,PAD980539712,ELIZABETHTOWN LANDFILL,ELIZABETHTOWN,PA,LANCASTER,[Blank Code],[Blank Date],F,-76.602745,40.152872
458,NYSFN0204190,ELLENVILLE SCRAP IRON AND METAL,ELLENVILLE,NY,ULSTER,[Blank Code],[Blank Date],F,-74.39571,41.717038
459,NJD980529085,ELLIS PROPERTY,EVESHAM TOWNSHIP,NJ,BURLINGTON,[Blank Code],[Blank Date],F,-74.885799,39.852295
460,MOD980633010,ELLISVILLE SITE,ELLISVILLE,MO,ST. LOUIS,[Blank Code],[Blank Date],F,-90.587069,38.592553
461,SD2571924644,ELLSWORTH AIR FORCE BASE,ELLSWORTH AFB,SD,"MEADE, PENNINGTON",[Blank Code],[Blank Date],F,-103.074877,44.146394
462,INN000509938,ELM STREET GROUND WATER CONTAMINATION,TERRE HAUTE,IN,VIGO,[Blank Code],[Blank Date],F,-87.413909,39.466703
463,AK8570028649,ELMENDORF AIR FORCE BASE,ANCHORAGE,AK,ANCHORAGE BOROUGH,[Blank Code],[Blank Date],F,-149.900278,61.218056
464,SCD980839542,ELMORE WASTE DISPOSAL,GREER,SC,SPARTANBURG,[Blank Code],[Blank Date],F,-82.227057,34.938728
465,VTD988366571,ELY COPPER MINE,VERSHIRE,VT,ORANGE,[Blank Code],[Blank Date],F,-72.339508,43.972965
466,NJD980772727,EMMELL'S SEPTIC LANDFILL,GALLOWAY TOWNSHIP,NJ,ATLANTIC,[Blank Code],[Blank Date],F,-74.559688,39.492824
467,NYD980780746,ENDICOTT VILLAGE WELL FIELD,VILLAGE OF ENDICOTT,NY,BROOME,[Blank Code],[Blank Date],F,-76.049368,42.098408
468,PAD980552913,ENTERPRISE AVENUE,PHILADELPHIA,PA,PHILADELPHIA,[Blank Code],[Blank Date],D,-75.165222,39.952584
469,IND084259951,ENVIROCHEM CORP.,ZIONSVILLE,IN,BOONE,[Blank Code],[Blank Date],F,-86.261937,39.950873
470,FLD008168346,ESCAMBIA WOOD - PENSACOLA,PENSACOLA,FL,ESCAMBIA,[Blank Code],[Blank Date],F,-87.216915,30.421309
471,UT0002240158,EUREKA MILLS,EUREKA,UT,JUAB,[Blank Code],[Blank Date],F,-112.120224,39.954117
472,NJD980654222,EVOR PHILLIPS LEASING,OLD BRIDGE TOWNSHIP,NJ,MIDDLESEX,[Blank Code],[Blank Date],F,-74.307282,40.412855
473,LAN000605517,EVR-WOOD TREATING/EVANGELINE REFINING COMPANY,JENNINGS,LA,ACADIA,[Blank Code],[Blank Date],F,-92.657085,30.222428
474,NJD980761365,EWAN PROPERTY,SHAMONG TOWNSHIP,NJ,BURLINGTON,[Blank Code],[Blank Date],F,-74.735151,39.777578
475,WY5571924179,F.E. WARREN AIR FORCE BASE,CHEYENNE,WY,LARAMIE,[Blank Code],[Blank Date],F,-104.820246,41.139981
476,NYD073675514,"FACET ENTERPRISES, INC.",ELMIRA,NY,CHEMUNG,[Blank Code],[Blank Date],F,-76.807734,42.089797
477,WID980901227,FADROWSKI DRUM DISPOSAL,FRANKLIN,WI,MILWAUKEE,[Blank Code],[Blank Date],D,-88.038419,42.888627
478,NJD980654107,FAIR LAWN WELL FIELD,FAIR LAWN,NJ,BERGEN,[Blank Code],[Blank Date],F,-74.13181,40.940376
479,WA9571924647,FAIRCHILD AIR FORCE BASE (4 WASTE AREAS),SPOKANE,WA,SPOKANE,[Blank Code],[Blank Date],F,-117.426047,47.65878
480,CAD095989778,FAIRCHILD SEMICONDUCTOR CORP. (MOUNTAIN VIEW PLANT),MOUNTAIN VIEW,CA,SANTA CLARA,[Blank Code],[Blank Date],F,-122.083851,37.386052
481,CAD097012298,FAIRCHILD SEMICONDUCTOR CORP. (SOUTH SAN JOSE PLANT),SAN JOSE,CA,SANTA CLARA,[Blank Code],[Blank Date],F,-121.886329,37.338208
482,FLD000623041,FAIRFAX ST. WOOD TREATERS,JACKSONVILLE,FL,DUVAL,[Blank Code],[Blank Date],F,-81.655651,30.332184
483,IAD981124167,FAIRFIELD COAL GASIFICATION PLANT,FAIRFIELD,IA,JEFFERSON,[Blank Code],[Blank Date],F,-91.963691,41.007611
484,TXD086278058,FALCON REFINERY,INGLESIDE,TX,SAN PATRICIO,[Blank Code],[Blank Date],F,-97.211657,27.877803
485,IAD022193577,FARMERS' MUTUAL COOPERATIVE,HOSPERS,IA,SIOUX,[Blank Code],[Blank Date],D,-95.904708,43.071964
486,NCD095458527,"FCX, INC. (STATESVILLE PLANT)",STATESVILLE,NC,IREDELL,[Blank Code],[Blank Date],F,-80.887296,35.782636
487,NCD981475932,"FCX, INC. (WASHINGTON PLANT)",WASHINGTON,NC,BEAUFORT,[Blank Code],[Blank Date],F,-77.052174,35.546552
488,NJ9690510020,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),ATLANTIC COUNTY,NJ,ATLANTIC,[Blank Code],[Blank Date],F,-74.686882,39.533338
489,NJ0001900281,FEDERAL CREOSOTE,MANVILLE,NJ,SOMERSET,[Blank Code],[Blank Date],F,-74.587657,40.540937
490,OH6890008976,FEED MATERIALS PRODUCTION CENTER (USDOE),FERNALD,OH,"HAMILTON, BUTLER",[Blank Code],[Blank Date],F,-84.68967,39.275612
491,PRD980763783,FIBERS PUBLIC SUPPLY WELLS,JOBOS,PR,GUAYAMA MUNICIPALITY,[Blank Code],[Blank Date],F,-67.070446,18.500603
492,OHD980614572,FIELDS BROOK,ASHTABULA,OH,ASHTABULA,[Blank Code],[Blank Date],F,-80.789809,41.865053
493,WVD047989207,"FIKE CHEMICAL, INC.",NITRO,WV,PUTNAM,[Blank Code],[Blank Date],F,-81.84402,38.414815
494,GAD990855074,FIRESTONE TIRE & RUBBER CO. (ALBANY PLANT),ALBANY,GA,DOUGHERTY,[Blank Code],[Blank Date],F,-84.155741,31.578507
495,CAD990793887,FIRESTONE TIRE & RUBBER CO. (SALINAS PLANT),SALINAS,CA,MONTEREY,[Blank Code],[Blank Date],D,-121.655501,36.677737
496,VAD980554984,FIRST PIEDMONT CORP. ROCK QUARRY (ROUTE 719),PITTSYLVANIA COUNTY,VA,PITTSYLVANIA,[Blank Code],[Blank Date],F,-79.470389,36.744019
497,PAD002345817,FISCHER & PORTER CO.,WARMINSTER,PA,BUCKS,[Blank Code],[Blank Date],F,-75.099807,40.206788
498,IND074315896,FISHER-CALO,LA PORTE,IN,LA PORTE,[Blank Code],[Blank Date],F,-86.722719,41.611143
499,UTN000802654,FIVE POINTS PCE PLUME,WOODS CROSS/BOUNTIFUL,UT,DAVIS,[Blank Code],[Blank Date],F,-111.903151,40.880457
500,FLD083111005,FLASH CLEANERS,Pompano Beach,FL,BROWARD,[Blank Code],[Blank Date],F,-80.124767,26.23786
501,MT0012694970,FLAT CREEK IMM,SUPERIOR,MT,MINERAL,[Blank Code],[Blank Date],F,-114.891798,47.191594
502,NHD001079649,FLETCHER'S PAINT WORKS & STORAGE,MILFORD,NH,HILLSBOROUGH,[Blank Code],[Blank Date],F,-71.648984,42.835362
503,NJD980529143,"FLORENCE LAND RECONTOURING, INC., LANDFILL",FLORENCE TOWNSHIP,NJ,BURLINGTON,[Blank Code],[Blank Date],D,-74.786339,40.096737
504,FLD984184127,FLORIDA PETROLEUM REPROCESSORS,FORT LAUDERDALE,FL,BROWARD,[Blank Code],[Blank Date],F,-80.137317,26.122439
505,FLD050432251,FLORIDA STEEL CORP.,INDIANTOWN,FL,MARTIN,[Blank Code],[Blank Date],F,-80.485608,27.027276
506,MSD980710941,FLOWOOD SITE,FLOWOOD,MS,RANKIN,[Blank Code],[Blank Date],D,-90.138976,32.30959
507,NYD000511857,FMC CORP. (DUBLIN ROAD LANDFILL),TOWN OF SHELBY,NY,ORLEANS,[Blank Code],[Blank Date],F,-75.959535,42.100848
508,MND006481543,FMC CORP. (FRIDLEY PLANT),FRIDLEY,MN,ANOKA,[Blank Code],[Blank Date],F,-93.263282,45.086077
509,WAD000643577,FMC CORP. (YAKIMA),YAKIMA,WA,YAKIMA,[Blank Code],[Blank Date],F,-120.505899,46.602071
510,MID980609366,FOLKERTSMA REFUSE,GRAND RAPIDS,MI,KENT,[Blank Code],[Blank Date],D,-85.668086,42.96336
511,WVD004336749,FOLLANSBEE,FOLLANSBEE,WV,BROOKE,[Blank Code],[Blank Date],D,-80.595907,40.327569
512,PAD077087989,FOOTE MINERAL CO.,EAST WHITELAND TOWNSHIP,PA,CHESTER,[Blank Code],[Blank Date],F,-75.562604,40.040701
513,NYD981560923,FOREST GLEN MOBILE HOME SUBDIVISION,NIAGARA FALLS,NY,NIAGARA,[Blank Code],[Blank Date],F,-79.037739,43.096214
514,MID980410740,FOREST WASTE PRODUCTS,OTISVILLE,MI,GENESEE,[Blank Code],[Blank Date],F,-83.524398,43.166137
515,VAD123933426,FORMER NANSEMOND ORDNANCE DEPOT,SUFFOLK,VA,SUFFOLK CITY,[Blank Code],[Blank Date],F,-76.583562,36.728205
516,KSN000705026,FORMER UNITED ZINC & ASSOCIATED SMELTERS,IOLA,KS,ALLEN,[Blank Code],[Blank Date],F,-95.399981,37.92448
517,ORN001002616,FORMOSA MINE,RIDDLE,OR,DOUGLAS,[Blank Code],[Blank Date],F,-123.364233,42.950951
518,MDD985397249,FORT DETRICK AREA B GROUND WATER,FORT DETRICK,MD,FREDERICK,[Blank Code],[Blank Date],F,-77.428597,39.43538
519,MA7210025154,FORT DEVENS,FORT DEVENS,MA,"WORCESTER, MIDDLESEX",[Blank Code],[Blank Date],F,-71.613935,42.545503
520,MAD980520670,FORT DEVENS-SUDBURY TRAINING ANNEX,SUDBURY,MA,MIDDLESEX,[Blank Code],[Blank Date],D,-71.416173,42.383428
521,NJ2210020275,FORT DIX (LANDFILL SITE),PEMBERTON TOWNSHIP,NJ,BURLINGTON,[Blank Code],[Blank Date],D,-74.584109,39.960083
522,VA6210020321,FORT EUSTIS (US ARMY),NEWPORT NEWS,VA,NEWPORT NEWS CITY,[Blank Code],[Blank Date],F,-76.473012,37.087082
523,MD9210020567,FORT GEORGE G. MEADE,ODENTON,MD,ANNE ARUNDEL,[Blank Code],[Blank Date],F,-76.700246,39.083998
524,KYD980844625,FORT HARTFORD COAL CO. STONE QUARRY,OLATON,KY,OHIO,[Blank Code],[Blank Date],F,-86.687487,37.525885
525,WA9214053465,FORT LEWIS (LANDFILL NO. 5),TACOMA,WA,PIERCE,[Blank Code],[Blank Date],D,-122.444291,47.252877
526,WA7210090067,FORT LEWIS LOGISTICS CENTER,TILLICUM,WA,PIERCE,[Blank Code],[Blank Date],F,-122.55656,47.123619
527,CA7210020676,FORT ORD,MARINA,CA,MONTEREY,[Blank Code],[Blank Date],F,-121.802173,36.684403
528,AK6214522157,FORT RICHARDSON (USARMY),ANCHORAGE,AK,ANCHORAGE BOROUGH,[Blank Code],[Blank Date],F,-149.900278,61.218056
529,KS6214020756,FORT RILEY,JUNCTION CITY,KS,GEARY,[Blank Code],[Blank Date],F,-96.831398,39.028609
530,AK6210022426,FORT WAINWRIGHT,FORT WAINWRIGHT,AK,FAIRBANKS NORTH STAR BORO,[Blank Code],[Blank Date],F,-147.642915,64.827787
531,IND980679542,FORT WAYNE REDUCTION DUMP,FORT WAYNE,IN,ALLEN,[Blank Code],[Blank Date],F,-85.139351,41.079273
532,PAD003031788,FOSTER WHEELER ENERGY CORP./CHURCH ROAD TCE,Mountain Top,PA,LUZERNE,[Blank Code],[Blank Date],P,-75.877419,41.169527
533,OKD980696470,FOURTH STREET ABANDONED REFINERY,OKLAHOMA CITY,OK,OKLAHOMA,[Blank Code],[Blank Date],D,-97.516428,35.46756
534,WI0001954841,FOX RIVER NRDA/PCB RELEASES,GREEN BAY,WI,BROWN,[Blank Code],[Blank Date],P,-88.019826,44.519159
535,NJD986570992,FRANKLIN BURN,FRANKLIN TOWNSHIP,NJ,GLOUCESTER,[Blank Code],[Blank Date],F,-74.522892,40.493373
536,PASFN0305549,FRANKLIN SLAG PILE (MDC),PHILADELPHIA,PA,PHILADELPHIA,[Blank Code],[Blank Date],F,-75.165222,39.952584
537,MND038384004,FREEWAY SANITARY LANDFILL,BURNSVILLE,MN,DAKOTA,[Blank Code],[Blank Date],F,-93.277723,44.767742
538,OR7122307658,FREMONT NATIONAL FOREST/WHITE KING AND LUCKY LASS URANIUM MINES (USDA),LAKEVIEW,OR,LAKE,[Blank Code],[Blank Date],F,-120.345792,42.188772
539,TXD980514814,"FRENCH, LTD.",CROSBY,TX,HARRIS,[Blank Code],[Blank Date],F,-95.062151,29.911889
540,CAD980636914,FRESNO MUNICIPAL SANITARY LANDFILL,FRESNO,CA,FRESNO,[Blank Code],[Blank Date],F,-119.772587,36.746842
541,MND985701309,FRIDLEY COMMONS PARK WELL FIELD,FRIDLEY,MN,ANOKA,[Blank Code],[Blank Date],F,-93.263282,45.086077
542,NJD041828906,FRIED INDUSTRIES,EAST BRUNSWICK TOWNSHIP,NJ,MIDDLESEX,[Blank Code],[Blank Date],F,-74.404978,40.431696
543,NJD980532832,FRIEDMAN PROPERTY,UPPER FREEHOLD TWP,NJ,MONMOUTH,[Blank Code],[Blank Date],D,-74.522892,40.174405
544,ARD059636456,FRIT INDUSTRIES,WALNUT RIDGE,AR,LAWRENCE,[Blank Code],[Blank Date],D,-90.955953,36.068404
545,PRD980640965,FRONTERA CREEK,RIO ABAJO,PR,HUMACAO,[Blank Code],[Blank Date],D,-66.386281,18.423559
546,CAD071530380,FRONTIER FERTILIZER,DAVIS,CA,YOLO,[Blank Code],[Blank Date],F,-121.740517,38.544907
547,WAD053614988,"FRONTIER HARD CHROME, INC.",VANCOUVER,WA,CLARK,[Blank Code],[Blank Date],F,-122.661486,45.638728
548,NMD986668911,FRUIT AVENUE PLUME,ALBUQUERQUE,NM,BERNALILLO,[Blank Code],[Blank Date],F,-106.605553,35.085334
549,MOD980631139,FULBRIGHT LANDFILL,SPRINGFIELD,MO,GREENE,[Blank Code],[Blank Date],F,-93.292299,37.208957
550,NY0000110247,FULTON AVENUE,NORTH HEMPSTEAD,NY,NASSAU,[Blank Code],[Blank Date],F,-73.677166,40.809941
551,NYD980593099,FULTON TERMINALS,FULTON,NY,OSWEGO,[Blank Code],[Blank Date],F,-76.417159,43.322846
552,OHD980794630,FULTZ LANDFILL,JACKSON TOWNSHIP,OH,GUERNSEY,[Blank Code],[Blank Date],F,-81.493799,40.86655
553,MID980410823,G&H LANDFILL,UTICA,MI,MACOMB,[Blank Code],[Blank Date],F,-83.033538,42.626145
554,IND980999635,GALEN MYERS DUMP/DRUM SALVAGE,OSCEOLA,IN,ST. JOSEPH,[Blank Code],[Blank Date],F,-86.075836,41.665049
555,ILD990817991,GALESBURG/KOPPERS CO.,GALESBURG,IL,KNOX,[Blank Code],[Blank Date],F,-90.371239,40.947816
556,TND980728992,GALLAWAY PITS,GALLAWAY,TN,FAYETTE,[Blank Code],[Blank Date],D,-89.61619,35.325919
557,CTD108960972,GALLUP'S QUARRY,PLAINFIELD,CT,WINDHAM,[Blank Code],[Blank Date],F,-71.915073,41.676488
558,INN000508642,GARDEN CITY GROUND WATER PLUME,GARDEN CITY,IN,BARTHOLOMEW,[Blank Code],[Blank Date],P,-85.93219,39.186184
559,NJD053280160,GARDEN STATE CLEANERS CO.,MINOTOLA,NJ,ATLANTIC,[Blank Code],[Blank Date],F,-74.948227,39.518727
560,NJN000206317,GARFIELD GROUND WATER CONTAMINATION,GARFIELD,NJ,BERGEN,[Blank Code],[Blank Date],F,-74.113198,40.881488
561,TXD007330053,GARLAND CREOSOTING,LONGVIEW,TX,GREGG,[Blank Code],[Blank Date],F,-94.740489,32.500704
562,NEN000704351,GARVEY ELEVATOR,HASTINGS,NE,ADAMS,[Blank Code],[Blank Date],F,-98.389873,40.586258
563,IND077005916,GARY DEVELOPMENT LANDFILL,GARY,IN,LAKE,[Blank Code],[Blank Date],F,-87.346427,41.59337
564,NYD981566417,GCL TIE AND TREATING INC.,VILLAGE OF SIDNEY,NY,DELAWARE,[Blank Code],[Blank Date],F,-75.391567,42.314802
565,MAD002084093,GE - HOUSATONIC RIVER,PITTSFIELD,MA,BERKSHIRE,[Blank Code],[Blank Date],P,-73.245382,42.450085
566,NYD980528335,GE MOREAU,SOUTH GLENS FALLS,NY,SARATOGA,[Blank Code],[Blank Date],F,-73.635117,43.299239
567,PRD090282757,GE WIRING DEVICES,JUANA DIAZ,PR,JUANA DIAZ MUNICIPALITY,[Blank Code],[Blank Date],D,-66.506667,18.051389
568,SCD980711279,GEIGER (C & M OIL),RANTOULES,SC,CHARLESTON,[Blank Code],[Blank Date],F,-80.14889,32.78278
569,NCD981927502,GEIGY CHEMICAL CORP. (ABERDEEN PLANT),ABERDEEN,NC,MOORE,[Blank Code],[Blank Date],F,-79.429479,35.131547
570,NJD980529192,GEMS LANDFILL,GLOUCESTER TOWNSHIP,NJ,CAMDEN,[Blank Code],[Blank Date],F,-75.049433,39.793381
571,FLR000091322,GENERAL DYNAMICS LONGWOOD,LONGWOOD,FL,SEMINOLE,[Blank Code],[Blank Date],F,-81.338401,28.703052
572,WAD001865450,GENERAL ELECTRIC CO. (SPOKANE APPARATUS SERVICE SHOP),SPOKANE,WA,SPOKANE,[Blank Code],[Blank Date],F,-117.426047,47.65878
573,NCD079044426,GENERAL ELECTRIC CO/SHEPHERD FARM,EAST FLAT ROCK,NC,HENDERSON,[Blank Code],[Blank Date],F,-82.422063,35.280117
574,MND051441731,GENERAL MILLS/HENKEL CORP.,MINNEAPOLIS,MN,HENNEPIN,[Blank Code],[Blank Date],F,-93.265011,44.977753
575,NYD091972554,GENERAL MOTORS (CENTRAL FOUNDRY DIVISION),MASSENA,NY,ST. LAWRENCE,[Blank Code],[Blank Date],F,-74.891865,44.928105
576,KYD006371074,GENERAL TIRE & RUBBER CO. (MAYFIELD LANDFILL),MAYFIELD,KY,GRAVES,[Blank Code],[Blank Date],D,-88.636715,36.741724
577,TXD980748453,GENEVA INDUSTRIES/FUHRMANN ENERGY,HOUSTON,TX,HARRIS,[Blank Code],[Blank Date],F,-95.369803,29.760427
578,NYD002050110,GENZALE PLATING CO.,FRANKLIN SQUARE,NY,NASSAU,[Blank Code],[Blank Date],F,-73.675963,40.707324
579,CA2570024453,GEORGE AIR FORCE BASE,VICTORVILLE,CA,SAN BERNARDINO,[Blank Code],[Blank Date],F,-117.292764,34.536218
580,SDD987673985,GILT EDGE MINE,LEAD,SD,LAWRENCE,[Blank Code],[Blank Date],F,-103.765198,44.352207
581,NJD980785646,GLEN RIDGE RADIUM SITE,GLEN RIDGE,NJ,ESSEX,[Blank Code],[Blank Date],D,-74.203757,40.805378
582,NJD063160667,GLOBAL SANITARY LANDFILL,OLD BRIDGE TOWNSHIP,NJ,MIDDLESEX,[Blank Code],[Blank Date],F,-74.307282,40.412855
583,NCN000410161,GMH ELECTRONICS,ROXBORO,NC,PERSON,[Blank Code],[Blank Date],F,-78.982788,36.393752
584,FLD071307680,GOLD COAST OIL CORP.,MIAMI,FL,MIAMI-DADE,[Blank Code],[Blank Date],D,-80.19179,25.76168
585,SCD980799456,GOLDEN STRIP SEPTIC TANK SERVICE,SIMPSONVILLE,SC,GREENVILLE,[Blank Code],[Blank Date],D,-82.254283,34.737064
586,NYD980768717,"GOLDISC RECORDINGS, INC.",HOLBROOK,NY,SUFFOLK,[Blank Code],[Blank Date],F,-73.078443,40.812321
587,NJD980530109,GOOSE FARM,PLUMSTEAD TOWNSHIP,NJ,OCEAN,[Blank Code],[Blank Date],F,-75.119511,40.384057
588,ORD095003687,"GOULD, INC.",PORTLAND,OR,MULTNOMAH,[Blank Code],[Blank Date],D,-122.676482,45.523062
589,NYN000206222,GOWANUS CANAL,BROOKLYN,NY,KINGS,[Blank Code],[Blank Date],F,-73.944158,40.678178
590,NJ0001327733,GRAND STREET MERCURY,HOBOKEN,NJ,HUDSON,[Blank Code],[Blank Date],D,-74.032363,40.743991
591,MID017418559,GRAND TRAVERSE OVERALL SUPPLY CO.,GREILICKVILLE,MI,LEELANAU,[Blank Code],[Blank Date],F,-85.638688,44.783057
592,NM0007271768,GRANTS CHLORINATED SOLVENTS,GRANTS,NM,CIBOLA,[Blank Code],[Blank Date],F,-107.851447,35.14726
593,MID980794531,GRATIOT COUNTY GOLF COURSE,ST. LOUIS,MI,GRATIOT,[Blank Code],[Blank Date],D,-84.60667,43.408364
594,MID980506281,GRATIOT COUNTY LANDFILL,ST. LOUIS,MI,GRATIOT,[Blank Code],[Blank Date],F,-84.60667,43.408364
595,KYD980501076,"GREEN RIVER DISPOSAL, INC.",MACEO,KY,DAVIESS,[Blank Code],[Blank Date],F,-86.994706,37.863949
596,WAD980514608,GREENACRES LANDFILL,SPOKANE COUNTY,WA,SPOKANE,[Blank Code],[Blank Date],F,-117.422548,47.658693
597,VAD003125374,GREENWOOD CHEMICAL CO.,NEWTOWN,VA,ALBEMARLE,[Blank Code],[Blank Date],F,-77.128863,37.913471
598,NY4571924451,GRIFFISS AIR FORCE BASE (11 AREAS),ROME,NY,ONEIDA,[Blank Code],[Blank Date],F,-75.45573,43.212847
599,NM0002271286,GRIGGS & WALNUT GROUND WATER PLUME,LAS CRUCES,NM,DONA ANA,[Blank Code],[Blank Date],F,-106.763654,32.31994
600,MAD980732317,GROVELAND WELLS,GROVELAND,MA,ESSEX,[Blank Code],[Blank Date],F,-71.031445,42.760369
